id,name,city,state,website,keep_id,keep_name,keep_city,keep_website,metres
1543,Maryhill Winery,Goldendale,WA,https://maryhillwinery.com,653,Maryhill Winery,Woodinville,http://www.maryhillwinery.com,488
12172,Maryhill Winery,Goldendale,WA,http://www.maryhillwinery.com/,653,Maryhill Winery,Woodinville,http://www.maryhillwinery.com,2800
9579,McKinley Springs,Prosser,WA,http://www.mckinleysprings.com/,1545,Mckinley Springs,Prosser,https://www.mckinleysprings.com,899
9153,Overbluff Cellars,Spokane,WA,http://www.overbluffcellars.com,418,Overbluff Cellars,Spokane,http://www.overbluffcellars.com/,616
8932,Port Townsend Vineyards,Port Townsend,WA,http://www.porttownsendvineyards.com/,550,Port Townsend Vineyards,Port Townsend,http://www.porttownsendvineyards.com/,2879
13443,Rolling Bay Winery,Bainbridge Island,WA,http://rollingbaywinery.com,9605,Rolling Bay Winery,Bainbridge Island,http://rollingbaywinery.com/,988
13900,Sheridan Vineyard,Zillah,WA,http://www.sheridanvineyard.com,12555,Sheridan Vineyard,Zillah,http://www.sheridanvineyard.com/,1713
13563,Syzygy Winery,Walla Walla,WA,http://www.syzygywines.com,1462,Syzygy Winery,Walla Walla,https://www.syzygywines.com,468
13797,Tertulia Cellars,Walla Walla,WA,http://www.tertuliacellars.com/,12325,Tertulia Cellars,Walla Walla,https://www.tertuliacellars.com,864
6224,Tranche,Walla Walla,WA,https://www.tranche.wine,570,Tranche,Walla Walla,https://linkpages.pro/0pzpJP?preview=true,437
6329,Trust Cellars,Walla Walla,WA,https://trustcellars.com,1151,Trust Cellars,Walla Walla,http://www.trustcellars.com,742
11258,W.T. Vintners,Woodinville,WA,,6660,W.T. Vintners,Woodinville,http://www.wtvintners.com/,646
13266,Waving Tree Winery,Goldendale,WA,http://www.wavingtreewinery.com/,3843,Waving Tree Winery,Goldendale,http://Wavingtreewine.com/,733
10599,WIT Cellars,Prosser,WA,,4201,Wit Cellars,Prosser,https://witcellars.com,34
8070,MonValley Vineyards Wine Cellar,Fairmont,WV,http://www.monvalleyvineyards.com/,7171,Monvalley Vineyards Wine Cellar,Fairmont,http://www.monvalleyvineyards.com,65
